Feature ID	Taxon
G001822615	k__Bacteria;p__Candidatus Taylorbacteria;c__;o__;f__;g__;s__Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_02_FULL_47_18;t__
G001822625	k__Bacteria;p__Candidatus Taylorbacteria;c__;o__;f__;g__;s__Candidatus Taylorbacteria bacterium RIFCSPLOWO2_01_FULL_43_83;t__
G001822655	k__Bacteria;p__Candidatus Taylorbacteria;c__;o__;f__;g__;s__Candidatus Taylorbacteria bacterium RIFCSPLOWO2_01_FULL_45_15b;t__
G001822675	k__Bacteria;p__Candidatus Taylorbacteria;c__;o__;f__;g__;s__Candidatus Taylorbacteria bacterium RIFCSPLOWO2_01_FULL_45_34b;t__
G001822705	k__Bacteria;p__Candidatus Taylorbacteria;c__;o__;f__;g__;s__Candidatus Taylorbacteria bacterium RIFCSPLOWO2_12_FULL_44_15c;t__
G001822735	k__Bacteria;p__Candidatus Taylorbacteria;c__;o__;f__;g__;s__Candidatus Taylorbacteria bacterium RIFCSPLOWO2_12_FULL_44_9;t__
G001822755	k__Bacteria;p__Candidatus Taylorbacteria;c__;o__;f__;g__;s__Candidatus Taylorbacteria bacterium RIFCSPLOWO2_12_FULL_47_20;t__
G001822765	k__Bacteria;p__Candidatus Taylorbacteria;c__;o__;f__;g__;s__Candidatus Taylorbacteria bacterium RIFCSPLOWO2_12_FULL_48_11;t__
G001822815	k__Bacteria;p__Candidatus Terrybacteria;c__;o__;f__;g__;s__Candidatus Terrybacteria bacterium RIFCSPHIGHO2_01_FULL_43_35;t__
G001822835	k__Bacteria;p__Candidatus Terrybacteria;c__;o__;f__;g__;s__Candidatus Terrybacteria bacterium RIFCSPHIGHO2_01_FULL_48_17;t__
G001822865	k__Bacteria;p__Candidatus Terrybacteria;c__;o__;f__;g__;s__Candidatus Terrybacteria bacterium RIFCSPHIGHO2_02_FULL_43_14;t__
G001822895	k__Bacteria;p__Candidatus Terrybacteria;c__;o__;f__;g__;s__Candidatus Terrybacteria bacterium RIFCSPLOWO2_01_FULL_40_23;t__
G001822905	k__Bacteria;p__Candidatus Terrybacteria;c__;o__;f__;g__;s__Candidatus Terrybacteria bacterium RIFCSPLOWO2_01_FULL_44_24;t__
G001822935	k__Bacteria;p__Candidatus Terrybacteria;c__;o__;f__;g__;s__Candidatus Terrybacteria bacterium RIFCSPLOWO2_01_FULL_48_14;t__
G001822975	k__Bacteria;p__Candidatus Veblenbacteria;c__;o__;f__;g__;s__Candidatus Veblenbacteria bacterium RIFOXYC1_FULL_42_9;t__
G001823015	k__Bacteria;p__Candidatus Veblenbacteria;c__;o__;f__;g__;s__Candidatus Veblenbacteria bacterium RIFOXYD1_FULL_43_11;t__
G001823055	k__Bacteria;p__Candidatus Vogelbacteria;c__;o__;f__;g__;s__Candidatus Vogelbacteria bacterium RIFOXYB1_FULL_42_16;t__
G001823155	k__Bacteria;p__Candidatus Wildermuthbacteria;c__;o__;f__;g__;s__Candidatus Wildermuthbacteria bacterium RIFCSPHIGHO2_01_FULL_48_25;t__
G001823165	k__Bacteria;p__Candidatus Wildermuthbacteria;c__;o__;f__;g__;s__Candidatus Wildermuthbacteria bacterium RIFCSPHIGHO2_01_FULL_49_22b;t__
G001823235	k__Bacteria;p__Candidatus Wildermuthbacteria;c__;o__;f__;g__;s__Candidatus Wildermuthbacteria bacterium RIFCSPHIGHO2_02_FULL_47_12;t__
G001823295	k__Bacteria;p__Candidatus Wildermuthbacteria;c__;o__;f__;g__;s__Candidatus Wildermuthbacteria bacterium RIFCSPHIGHO2_02_FULL_49_9;t__
G001823315	k__Bacteria;p__Candidatus Wildermuthbacteria;c__;o__;f__;g__;s__Candidatus Wildermuthbacteria bacterium RIFCSPHIGHO2_12_FULL_40_12;t__
G001823375	k__Bacteria;p__Candidatus Wildermuthbacteria;c__;o__;f__;g__;s__Candidatus Wildermuthbacteria bacterium RIFCSPLOWO2_01_FULL_48_35;t__
G001823415	k__Bacteria;p__Candidatus Wildermuthbacteria;c__;o__;f__;g__;s__Candidatus Wildermuthbacteria bacterium RIFCSPLOWO2_02_FULL_47_10;t__
G001823495	k__Bacteria;p__Candidatus Yonathbacteria;c__;o__;f__;g__;s__Candidatus Yonathbacteria bacterium RIFCSPHIGHO2_01_FULL_44_41;t__
G001823505	k__Bacteria;p__Candidatus Yonathbacteria;c__;o__;f__;g__;s__Candidatus Yonathbacteria bacterium RIFCSPHIGHO2_01_FULL_51_10;t__
G001823535	k__Bacteria;p__Candidatus Yonathbacteria;c__;o__;f__;g__;s__Candidatus Yonathbacteria bacterium RIFCSPHIGHO2_02_FULL_44_14;t__
G001823545	k__Bacteria;p__Candidatus Yonathbacteria;c__;o__;f__;g__;s__Candidatus Yonathbacteria bacterium RIFCSPLOWO2_01_FULL_43_27;t__
G001823695	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_01_FULL_43_25;t__
G001823715	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_01_FULL_43_60;t__
G001823735	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_01_FULL_49_18;t__
G001823745	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_02_FULL_39_16;t__
G001823795	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_02_FULL_43_37;t__
G001823815	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_12_FULL_38_37;t__
G001823825	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_12_FULL_39_21;t__
G001823875	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_12_FULL_43_12b;t__
G001823895	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_12_FULL_44_12b;t__
G001823945	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_01_FULL_42_41;t__
G001823995	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_01_FULL_45_21;t__
G001824005	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_01_FULL_47_14;t__
G001824025	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_01_FULL_47_33;t__
G001824075	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_01_FULL_52_12;t__
G001824095	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_02_39_10;t__
G001824135	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_02_FULL_39_14;t__
G001824155	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_02_FULL_39_69;t__
G001824195	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_12_39_8;t__
G001824235	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_12_FULL_39_23;t__
G001824255	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_02_FULL_51_21;t__
G001824275	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFOXYC1_FULL_39_10;t__
G001824295	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFOXYD1_FULL_40_13;t__
G001824315	k__Bacteria;p__;c__;o__;f__;g__;s__Parcubacteria group bacterium RIFCSPHIGHO2_01_FULL_40_30;t__
G001824325	k__Bacteria;p__;c__;o__;f__;g__;s__Parcubacteria group bacterium RIFCSPHIGHO2_01_FULL_47_10b;t__
G001824355	k__Bacteria;p__;c__;o__;f__;g__;s__Parcubacteria group bacterium RIFCSPHIGHO2_01_FULL_56_18;t__
G001824375	k__Bacteria;p__;c__;o__;f__;g__;s__Parcubacteria group bacterium RIFCSPHIGHO2_02_FULL_40_12;t__
G001824395	k__Bacteria;p__;c__;o__;f__;g__;s__Parcubacteria group bacterium RIFCSPHIGHO2_02_FULL_48_10b;t__
G001824435	k__Bacteria;p__;c__;o__;f__;g__;s__Parcubacteria group bacterium RIFCSPLOWO2_01_FULL_48_18;t__
G001824455	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__;s__Desulfuromonadaceae bacterium GWB2_53_15;t__
G001824485	k__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__Planctomycetes bacterium GWA2_39_15;t__
G001824605	k__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__Planctomycetes bacterium GWF2_40_8;t__
G001824635	k__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__Planctomycetes bacterium GWF2_50_10;t__
G001824645	k__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__Planctomycetes bacterium RBG_13_46_10;t__
G001824675	k__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__Planctomycetes bacterium RBG_13_50_24;t__
G001824685	k__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__Planctomycetes bacterium RBG_13_60_9;t__
G001824735	k__Bacteria;p__Candidatus Taylorbacteria;c__;o__;f__;g__;s__Candidatus Taylorbacteria bacterium RIFCSPLOWO2_12_FULL_49_67;t__
G001824755	k__Bacteria;p__Candidatus Veblenbacteria;c__;o__;f__;g__;s__Candidatus Veblenbacteria bacterium RIFOXYA2_FULL_43_9;t__
G001824825	k__Bacteria;p__Candidatus Vogelbacteria;c__;o__;f__;g__;s__Candidatus Vogelbacteria bacterium RIFOXYD1_FULL_46_19;t__
G001824885	k__Bacteria;p__Candidatus Wildermuthbacteria;c__;o__;f__;g__;s__Candidatus Wildermuthbacteria bacterium RIFCSPHIGHO2_01_FULL_47_27;t__
G001824925	k__Bacteria;p__Candidatus Wildermuthbacteria;c__;o__;f__;g__;s__Candidatus Wildermuthbacteria bacterium RIFCSPHIGHO2_02_FULL_47_17;t__
G001824985	k__Bacteria;p__Candidatus Wildermuthbacteria;c__;o__;f__;g__;s__Candidatus Wildermuthbacteria bacterium RIFCSPLOWO2_01_FULL_47_18;t__
G001825005	k__Bacteria;p__Candidatus Wildermuthbacteria;c__;o__;f__;g__;s__Candidatus Wildermuthbacteria bacterium RIFCSPLOWO2_01_FULL_48_16;t__
G001825065	k__Bacteria;p__Candidatus Yonathbacteria;c__;o__;f__;g__;s__Candidatus Yonathbacteria bacterium RIFCSPHIGHO2_01_FULL_44_19;t__
G001825075	k__Bacteria;p__Candidatus Yonathbacteria;c__;o__;f__;g__;s__Candidatus Yonathbacteria bacterium RIFCSPLOWO2_01_FULL_43_20;t__
G001825215	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_01_FULL_52_18;t__
G001825235	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_02_38_10.5;t__
G001825295	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_02_FULL_39_19;t__
G001825315	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_02_FULL_43_14;t__
G001825325	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_12_FULL_38_34;t__
G001825335	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_01_FULL_35_19;t__
G001825395	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_02_FULL_39_26;t__
G001825405	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_12_FULL_39_45;t__
G001825445	k__Bacteria;p__Candidatus Zambryskibacteria;c__;o__;f__;g__;s__Candidatus Zambryskibacteria bacterium RIFOXYD1_FULL_39_35;t__
G001825485	k__Bacteria;p__;c__;o__;f__;g__;s__Parcubacteria group bacterium RIFCSPHIGHO2_01_FULL_45_26;t__
G001825495	k__Bacteria;p__;c__;o__;f__;g__;s__Parcubacteria group bacterium RIFCSPLOWO2_02_FULL_40_12;t__
G001825555	k__Bacteria;p__;c__;o__;f__;g__;s__Parcubacteria group bacterium RIFOXYD2_FULL_52_8;t__
G001825635	k__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__Planctomycetes bacterium GWC2_39_26;t__
G001825655	k__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__Planctomycetes bacterium GWF2_39_10;t__
G001825665	k__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__Planctomycetes bacterium GWF2_41_51;t__
G001825715	k__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__Planctomycetes bacterium RBG_13_44_8b;t__
G001828265	k__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__Planctomycetes bacterium RBG_13_63_9;t__
G001828345	k__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__Planctomycetes bacterium RBG_19FT_COMBO_48_8;t__
G001828415	k__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__Planctomycetes bacterium RIFCSPHIGHO2_02_FULL_52_58;t__
G001828445	k__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__Planctomycetes bacterium RBG_16_43_13;t__
G001828535	k__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__Planctomycetes bacterium RIFCSPHIGHO2_12_42_15;t__
G001828545	k__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__Planctomycetes bacterium RIFCSPHIGHO2_12_FULL_52_36;t__
G001828635	k__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__Planctomycetes bacterium RIFOXYB12_FULL_42_10;t__
G001828645	k__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__Planctomycetes bacterium RIFOXYC2_FULL_41_27;t__
G001828765	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__;g__;s__Pseudomonadales bacterium RIFCSPHIGHO2_12_FULL_40_16;t__
G001829005	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__;f__;g__;s__Sphingobacteriia bacterium RIFOXYC2_FULL_35_18;t__
G001829035	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__;f__;g__;s__Sphingobacteriia bacterium RIFOXYD2_FULL_35_12;t__
G001829155	k__Bacteria;p__Spirochaetes;c__;o__;f__;g__;s__Spirochaetes bacterium GWB1_36_13;t__
G001829255	k__Bacteria;p__Spirochaetes;c__;o__;f__;g__;s__Spirochaetes bacterium GWC2_52_13;t__
G001829375	k__Bacteria;p__Spirochaetes;c__;o__;f__;g__;s__Spirochaetes bacterium GWF1_41_5;t__
G001829395	k__Bacteria;p__Spirochaetes;c__;o__;f__;g__;s__Spirochaetes bacterium GWF1_49_6;t__
G001829415	k__Bacteria;p__Spirochaetes;c__;o__;f__;g__;s__Spirochaetes bacterium GWF1_51_8;t__
G001829425	k__Bacteria;p__Spirochaetes;c__;o__;f__;g__;s__Spirochaetes bacterium GWF2_52_7;t__
G001829455	k__Bacteria;p__Spirochaetes;c__;o__;f__;g__;s__Spirochaetes bacterium RBG_13_51_14;t__
G001829555	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Sulfuricurvum;s__Sulfuricurvum sp. GWF2_44_89;t__
G001829605	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Sulfuricurvum;s__Sulfuricurvum sp. RIFCSPLOWO2_12_FULL_43_24;t__
G001829625	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Sulfurimonas;s__Sulfurimonas sp. GWF2_37_8;t__
G001829655	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Sulfurimonas;s__Sulfurimonas sp. RIFCSPLOWO2_02_FULL_36_28;t__
G001829675	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Sulfurimonas;s__Sulfurimonas sp. RIFCSPLOWO2_12_36_12;t__
G001829695	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Sulfurimonas;s__Sulfurimonas sp. RIFCSPLOWO2_12_FULL_34_6;t__
G001829705	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Sulfurimonas;s__Sulfurimonas sp. RIFCSPLOWO2_12_FULL_36_74;t__
G001829715	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Sulfurimonas;s__Sulfurimonas sp. RIFOXYB12_FULL_35_9;t__
G001829755	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Sulfurimonas;s__Sulfurimonas sp. RIFOXYB2_FULL_37_5;t__
G001829775	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Sulfurimonas;s__Sulfurimonas sp. RIFOXYC2_FULL_36_7;t__
G001829785	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Sulfurimonas;s__Sulfurimonas sp. RIFOXYD12_FULL_33_39;t__
G001829835	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__;g__;s__Syntrophobacterales bacterium GWF2_56_9;t__
G001829875	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae;g__Syntrophus;s__Syntrophus sp. GWC2_56_31;t__
G001829915	k__Bacteria;p__Tenericutes;c__;o__;f__;g__;s__Tenericutes bacterium GWA2_35_7;t__
G001829935	k__Bacteria;p__Tenericutes;c__;o__;f__;g__;s__Tenericutes bacterium GWA2_38_26;t__
G001829955	k__Bacteria;p__Tenericutes;c__;o__;f__;g__;s__Tenericutes bacterium GWD2_38_27;t__
G001829965	k__Bacteria;p__Tenericutes;c__;o__;f__;g__;s__Tenericutes bacterium GWE2_34_108;t__
G001829995	k__Bacteria;p__Tenericutes;c__;o__;f__;g__;s__Tenericutes bacterium GWE2_38_8;t__
G001830015	k__Bacteria;p__Tenericutes;c__;o__;f__;g__;s__Tenericutes bacterium GWF2_35_184;t__
G001830035	k__Bacteria;p__Tenericutes;c__;o__;f__;g__;s__Tenericutes bacterium GWF2_38_8;t__
G001830045	k__Bacteria;p__Tenericutes;c__;o__;f__;g__;s__Tenericutes bacterium RIFOXYA12_FULL_35_10;t__
G001830065	k__Bacteria;p__Tenericutes;c__;o__;f__;g__;s__Tenericutes bacterium RIFOXYA2_FULL_36_32;t__
G001830095	k__Bacteria;p__Tenericutes;c__;o__;f__;g__;s__Tenericutes bacterium RIFOXYC2_FULL_35_27;t__
G001830115	k__Archaea;p__Thaumarchaeota;c__;o__;f__;g__;s__Thaumarchaeota archaeon RBG_16_49_8;t__
G001830135	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Thermodesulfovibrio;s__Thermodesulfovibrio sp. RBG_19FT_COMBO_41_18;t__
G001830155	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__Treponema sp. GWA1_62_8;t__
G001830165	k__Bacteria;p__Tenericutes;c__;o__;f__;g__;s__Tenericutes bacterium RIFOXYD12_FULL_36_9;t__
G001830285	k__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__Planctomycetes bacterium RIFCSPLOWO2_12_38_17;t__
G001830315	k__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__Planctomycetes bacterium RIFCSPLOWO2_12_FULL_39_13;t__
G001830325	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__Polynucleobacter sp. GWA2_45_21;t__
G001830535	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Gallionellales;f__Gallionellaceae;g__Sideroxydans;s__Sideroxydans sp. RIFOXYD2_FULL_59_7;t__
G001830645	k__Bacteria;p__Spirochaetes;c__;o__;f__;g__;s__Spirochaetes bacterium RIFOXYC1_FULL_54_7;t__
G001830665	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Sulfuricurvum;s__Sulfuricurvum sp. RIFCSPHIGHO2_12_FULL_44_8;t__
G001830685	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Sulfuricurvum;s__Sulfuricurvum sp. RIFCSPLOWO2_02_FULL_43_45;t__
G001830715	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Sulfuricurvum;s__Sulfuricurvum sp. RIFCSPLOWO2_12_43_5;t__
G001830725	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Sulfuricurvum;s__Sulfuricurvum sp. RIFOXYD12_FULL_44_77;t__
G001830745	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Sulfuricurvum;s__Sulfuricurvum sp. RIFOXYD2_FULL_44_160;t__
G001830775	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Sulfurimonas;s__Sulfurimonas sp. RIFCSPHIGHO2_12_FULL_36_9;t__
G001830805	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Sulfurimonas;s__Sulfurimonas sp. RIFOXYD2_FULL_34_21;t__
G001830835	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__;g__;s__Syntrophobacterales bacterium GWC2_56_13;t__
G001830855	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae;g__Syntrophus;s__Syntrophus sp. RIFOXYC2_FULL_54_9;t__
G001830865	k__Bacteria;p__Tenericutes;c__;o__;f__;g__;s__Tenericutes bacterium GWC2_34_14;t__
G001830895	k__Bacteria;p__Tenericutes;c__;o__;f__;g__;s__Tenericutes bacterium GWC2_39_45;t__
G001830905	k__Bacteria;p__Tenericutes;c__;o__;f__;g__;s__Tenericutes bacterium GWF1_35_14;t__
G001830945	k__Bacteria;p__Tenericutes;c__;o__;f__;g__;s__Tenericutes bacterium RIFOXYB2_FULL_36_25;t__
G001830975	k__Bacteria;p__Tenericutes;c__;o__;f__;g__;s__Tenericutes bacterium RIFOXYD2_FULL_35_11;t__
G001831055	k__Bacteria;p__Verrucomicrobia;c__;o__;f__;g__;s__Verrucomicrobia bacterium GWC2_42_7;t__
G001831495	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Colwelliaceae;g__Thalassotalea;s__Thalassotalea sp. LPB0090;t__
G001832905	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Anthococcus;s__Anthococcus sp. DF1;t__
G001853345	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas haloaromaticamans;t__
G001854105	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus fermentum;t__
G001854205	k__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales;f__Oscillatoriaceae;g__Moorea;s__Moorea producens;t__
G001854245	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfococcus;s__Desulfococcus multivorans;t__
G001854465	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum;t__
G001854555	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas sp. JW3;t__
G001854605	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas sp. JW1;t__
G001854655	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Frankiaceae;g__Frankia;s__Frankia sp. Cc1.17;t__
G001856685	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp. VUL4_3;t__
G001856825	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales;f__;g__;s__Thermoplasmatales archaeon I-plasma;t__
G001856845	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales;f__;g__;s__Thermoplasmatales archaeon Gpl;t__
G001857665	k__Bacteria;p__Proteobacteria;c__Acidithiobacillia;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus;s__Acidithiobacillus ferrivorans;t__
G001858025	k__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae;g__Trichormus;s__Trichormus sp. NMC-1;t__
G001858115	k__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Aphanizomenonaceae;g__Cylindrospermopsis;s__Cylindrospermopsis raciborskii;t__
G001858125	k__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Aphanizomenonaceae;g__Cylindrospermopsis;s__Cylindrospermopsis raciborskii;t__
G001858325	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Marinobacter;s__Marinobacter sp. AC-23;t__
G001858525	k__Bacteria;p__;c__;o__;f__;g__Vampirovibrio;s__Vampirovibrio chlorellavorus;t__
G001865575	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia sprentiae;t__
